state.x;czname;num_grants;cohort;age;male;female;expenditure_school;expenditures;test_score;income_pc;income_growth;universities_pc;graduation_rate;teacher_student_ratio;migration_inflow;migration_born;social_capital;china_imports;racial_segregation;gini;tax_rate;violence;children_onlyparent;divorce_share;manufacture_employment
Ohio;Washington Court House;0,000378819;1953,23583;50,62044534;;;4,8045086;1849,699;7,923681;32902,86;-0,0108875;0,0182065;-0,0558269;20,48611;0,025789479;0,0086023;0,21009511;3,350988;0,0664012;0,33011;0,0185791;0,0004461;0,193489;0,1047525;0,2252752
Ohio;Youngstown;0,000282837;1952,801199;50,995005;0,000546162;3,38967E-05;6,0790927;1645,264;6,567648;34807,59;-0,0095581;0,0247011;0,0109357;19,183753;0,008490988;0,0185961;0,9058101;0,9645125;0,3382691;0,38658;0,0187172;0,0012432;0,2307676;0,1012593;0,2259664
Ohio;Zanesville;0,00013546;1952,801199;50,995005;;;4,9495818;1635,125;7,247222;30313,43;-0,0063065;0,0159227;0,0230097;19,247123;0,013682926;0,0078618;0,5759019;3,839983;0,114728;0,35204;0,0186382;0,0004087;0,2018453;0,1072273;0,2404549
Oklahoma;Ada;0,000174909;1955,687708;48,17386489;;;5,0120636;2173,181;-3,446034;25140,27;0,0118712;0,0144494;-0,0086445;15,208354;0,019535596;0,010625;-0,07785298;0,9126691;0,0330845;0,42736;0,0186193;0,0020663;0,2016723;0,1120854;0,1332339
Oklahoma;Altus;7,2415E-05;1957,705455;46,1030303;;;4,8800078;2463,825;5,331147;28343,35;0,0008776;0,020829;-0,1090958;15,5919;0,015600917;0,0336734;-0,92804001;0,5034194;0,0809545;0,37585;0,0129737;0,0008956;0,1986456;0,1101904;0,0859859
Oklahoma;Ardmore;0,000196602;1952,971888;50,85542169;;;4,8885066;1641,639;-2,527343;29690,6;-0,0009223;0,0084759;-0,1659597;15,728284;0,016146531;0,0202898;-0,36606366;0,9977895;0,0767877;0,41156;0,0139577;0,0025089;0,1970453;0,1134339;0,1443679
Oklahoma;Chickasha;0,000276022;1954,572038;49,26574173;;;4,6869162;1439,99;-1,912539;28079,79;0,0016277;0,013216;-0,0405377;15,516396;0,031533318;0,0157016;-0,74451875;0,8183014;0,1517826;0,39308;0,012238;0,0016068;0,2004427;0,1110439;0,1392832
Oklahoma;Elk City;0,00014277;1955,002172;48,78827362;;;5,1098309;1894,644;1,209663;28315,15;0,0095559;0,0164244;-0,0069006;14,123762;0,012811037;0,023335;-0,0616824;1,884196;0,0756285;0,37762;0,0182075;0,0012154;0,184723;0,1016326;0,0757655
Oklahoma;Enid;0,000100748;1952,801199;50,995005;;;5,1078112;1693,629;0,7987512;31507,12;0,0038708;0,0097642;-0,0434683;15,215938;0,011765855;0,0227001;0,77996385;0,1786103;0,0794756;0,37211;0,0178522;0,0009779;0,1841138;0,1034986;0,0971495
Oklahoma;Guymon;4,20097E-05;1962,695375;41,37639553;;;6,3967082;2402,563;0,4877618;30684,91;0,0042308;0,0334035;-0,126905;14,6752;0,006580486;0,1488828;0,78863799;0,1199834;0,0431377;0,33918;0,0286353;0,0025387;0,125247;0,0728884;0,1283945
Oklahoma;Idabel;6,34703E-05;1954,271773;49,61490031;;;4,8874931;1318,367;-1,466461;26431,28;-0,0049527;0,0205345;-0,1382349;15,551116;0,007176812;0,033531;-1,120304;0,4515324;0,1631577;0,38678;0,0118407;0,0020637;0,2209932;0,1095385;0,1966507
Oklahoma;Lawton;0,001587817;1952,801199;50,995005;;;4,6160931;1627,217;-1,778701;27931;0,0028149;0,0058272;-0,1674593;17,103405;0,027585805;0,0426725;-1,2275242;0,5688927;0,1052842;0,38943;0,0141898;0,0018763;0,2232127;0,1097675;0,1079036
Oklahoma;Muskogee;0,000123513;1952,866867;50,93793794;;;5,1894108;2017,746;-4,95147;27010,69;-0,0137669;0,0196765;-0,094046;15,283205;0,018528721;0,0181564;-0,71155375;1,016388;0,1129717;0,47581;0,0141528;0,0023415;0,2310588;0,1165363;0,1546927
Oklahoma;Oklahoma City;0,000290795;1952,801199;50,995005;0,000563864;3,71956E-05;4,6870167;1774,945;-3,512422;34351,71;0,000033;0,0173273;-0,0096367;17,000884;0,0186624;0,0544248;-0,4903161;1,363943;0,1701739;0,47713;0,0165994;0,0014704;0,2342434;0,1223658;0,1046651
Oklahoma;Okmulgee;0,000120554;1958,036452;45,90522479;;;4,6832524;1357,361;-4,906734;26342,67;-0,0004489;0,0194179;-0,0549851;16,394195;0,027903454;0,0092037;-0,71675019;0,2656962;0,0739961;0,39213;0,0117202;0,0021748;0,2244745;0,1134604;0,156346
Oklahoma;Stillwater;0,001313436;1954,638207;49,19957311;;;5,1593305;2148,817;0,1657337;26431,79;-0,0087586;0,0125627;0,2177562;16,282087;0,026595143;0,0402835;0,07379976;1,493472;0,0466369;0,40794;0,0172596;0,0013705;0,1861184;0,0888529;0,1141084
Oklahoma;Tulsa;0,000444663;1952,801199;50,995005;0,000869362;4,1481E-05;4,6420159;1930,908;-5,51311;36226,84;-0,0021075;0,0097694;-0,1085834;17,2507;0,017530605;0,0379299;-0,12108029;0,6175265;0,1666006;0,49338;0,0161756;0,0019917;0,2143547;0,1190015;0,1386158
Oklahoma;Woodward;0,000116429;1962,850379;41,38257576;;;5,3391705;1640,58;-0,3728195;32076,13;0,01235;;;14,175355;0,007579528;0,0238297;-0,03589713;0,127378;0,0489505;0,36039;0,0198751;0,0010719;0,1620948;0,1015794;0,0529422
Oregon;Bend;0,00070353;1952,801199;50,995005;;;6,6375925;2573,624;-1,344866;37787,12;0,002206;0,0065122;-0,2698837;20,940382;0,057906459;0,0369105;0,32482092;0,3655885;0,1683031;0,44051;0,0293686;0,0011722;0,183762;0,1116019;0,1304132
Oregon;Eugene;0,00112372;1952,801199;50,995005;0,002149289;0,000151656;6,1839436;2431,014;-3,380829;34589,34;-0,0078817;0,0138831;0,0696048;21,103216;0,025291893;0,076993;0,37242076;1,143726;0,0936739;0,39871;0,0273912;0,0011096;0,2051839;0,1112307;0,1518086
Oregon;La Grande;0,000110519;1958,024242;46,01333333;;;6,1080872;2001,67;4,0223;31277;0,0082175;0,0242301;-0,0493738;18,417748;0,015119576;0,0232637;0,5334047;1,051322;0,0156446;0,3609;0,0251957;0,0007511;0,2006606;0,1125196;0,1182661
Oregon;Medford;0,000327603;1952,801199;50,995005;0,00061356;5,55313E-05;5,786639;1782,724;3,153398;36288,6;-0,0042687;0,0077823;-0,1531194;20,987614;0,030743789;0,0435612;0,01727241;0,7987426;0,0382481;0,44839;0,0238421;0,001358;0,2279304;0,1273263;0,1122061
Oregon;Newport;0,000227296;1953,235533;50,54213198;;;6,4715665;3803,222;-4,794495;36263,56;-0,0023942;0,0145474;-0,1232445;19,369546;0,035102777;0,0413836;-0,5731725;0,5608721;0,0426603;0,41069;0,0348028;0,0008874;0,2416163;0,1410149;0,0864639
Oregon;Ontario;0,000184899;1956,138202;47,83483146;;;5,9909463;2173,65;-0,7638445;27631,44;-0,0036475;0,0160849;-0,2186948;18,04557;0,012948367;0,0720042;-0,58274352;0,3531313;0,0933199;0,38215;0,0207437;0,0013511;0,1787363;0,09439;0,1456951
Oregon;Portland;0,002071294;1952,801199;50,995005;0,003945674;0,000247944;6,7043731;2860,598;-2,673037;41718,14;-0,0065362;0,013023;-0,1070148;21,402354;0,027249064;0,1096003;0,1645527;1,531284;0,1028136;0,41855;0,0312256;0,0012009;0,1934347;0,1171946;0,1554281
Oregon;Roseburg;0,000130927;1952,801199;50,995005;;;5,8062111;2488,388;-4,257098;32478,86;0,0004609;0,0122566;-0,1994276;19,444046;0,031634166;0,0229105;-0,16404849;0,2196673;0,0098726;0,385;0,0286161;0,0008028;0,2190119;0,1242675;0,1372484
Oregon;The Dalles;0,000574824;1954,21174;49,67505241;;;6,7441602;2931,145;-1,691569;32880,5;-0,0004692;0,0153146;-0,1472823;18,645997;0,015437156;0,0913057;0,56078407;0,954738;0,0674136;0,35016;0,0264775;0,0012711;0,186723;0,1107832;0,1064324
Pennsylvania;Allentown;0,001322235;1952,801199;50,995005;0,002515021;0,000169383;7,4485047;2216,539;0,1247097;39894,28;-0,0032041;0,0203775;0,03704;19,297239;0,030240235;0,0509198;0,44801362;1,101976;0,2135316;0,40155;0,0234507;0,0013825;0,1862644;0,0836654;0,2061096
Pennsylvania;Altoona;0,000169652;1952,801199;50,995005;0,000319798;2,00813E-05;7,1474941;1549,563;7,231121;30391,74;0,0025254;0,0170006;0,2409013;18,086263;0,005777792;0,0099401;0,938268;1,448785;0,1627638;0,37061;0,0178091;0,0012775;0,176762;0,0775805;0,1542272
Pennsylvania;Erie;0,000444752;1952,801199;50,995005;0,000873255;2,7345E-05;7,6422806;2011,188;5,036703;31989,46;-0,0052589;0,0212412;0,1522441;17,704769;0,006584757;0,0188922;0,69414469;1,341214;0,2104349;0,39163;0,0240697;0,0011637;0,2127741;0,0899696;0,2304028
Pennsylvania;Hagerstown;0,000193369;1952,801199;50,995005;0,000368491;2,25144E-05;6,2882127;1511,904;1,236493;34828,66;0,0058683;0,0146866;-0,0338002;17,354567;0,030624059;0,0186058;-0,25633191;1,426885;0,1643108;0,35054;0,0156519;0,0019562;0,1859257;0,0966583;0,1760968
Pennsylvania;Harrisburg;0,000597953;1952,801199;50,995005;0,001166571;5,62375E-05;7,2562213;1908,882;0,6082593;38699,05;-0,0013521;0,0180707;0,1073299;17,931872;0,020326719;0,0279949;0,68300004;1,804073;0,2783363;0,36986;0,0208456;0,0014755;0,1856111;0,0880598;0,1779063
Pennsylvania;Philadelphia;0,000925637;1952,801199;50,995005;0,001715851;0,000202026;7,9670385;2876,807;-3,100571;43745,57;-0,0026687;0,0123165;0,0036843;18,657315;0,012918388;0,0713605;0,06833289;0,7780436;0,3758175;0,4912;0,0293252;0,0034338;0,2388297;0,0797608;0,116514
Pennsylvania;Pittsburgh;0,000851073;1952,801199;50,995005;0,001619308;0,000125293;8,1994142;2244,079;5,034815;38685,65;-0,0006785;0,0218634;0,0919548;18,067584;0,007127452;0,0252035;0,60375227;0,5562626;0,3232418;0,45026;0,0254934;0,001771;0,208554;0,0821813;0,1241403
Pennsylvania;Reading;0,000551865;1952,801199;50,995005;0,001054034;5,31124E-05;7,6939654;1807,47;2,9436;38216,59;-0,0060204;0,0188348;0,1436688;19,102507;0,019598927;0,0318519;0,54829909;2,029694;0,2620462;0,37167;0,0205411;0,0015131;0,1695085;0,0792937;0,2335519
Pennsylvania;Scranton;0,000260152;1952,801199;50,995005;0,000499542;2,60627E-05;7,3730204;1567,899;5,553643;35124,57;-0,0046139;0,0209916;0,1416436;18,611789;0,02335429;0,028031;0,11783883;1,683173;0,1307754;0,4119;0,0228433;0,0012723;0,1845579;0,0800567;0,1578481
Pennsylvania;St. Marys;0,000157942;1957,069048;46,68571429;;;8,3250253;1510,309;7,406785;34878,12;-0,0046707;;;17,52383;0,00511123;0,0102689;1,1450123;1,868225;0,0248723;0,29892;0,020309;0,0011683;0,159271;0,0846182;0,4369564
Pennsylvania;State College;0,000728602;1952,801199;50,995005;0,001357463;;6,9813608;1366,915;6,352106;28923,48;-0,0022735;0,0193138;0,4319276;17,750876;0,012695633;0,0291032;0,29463663;0,9069728;0,194962;0,37283;0,0199611;0,0009818;0,1531973;0,0710767;0,1589821
Pennsylvania;Sunbury;0,000125996;1952,801199;50,995005;;;6,5157502;1425,535;5,345626;30862,78;-0,0023509;0,0156281;0,4733513;18,115207;0,009335181;0,0175941;0,6921824;2,796549;0,1689581;0,35897;0,0165349;0,0017712;0,1709704;0,0785234;0,2208153
Pennsylvania;Williamsport;0,000410231;1952,801199;50,995005;;;6,9372737;1847,979;4,765686;31689,08;-0,0055979;0,0175998;0,1661604;17,409565;0,010256297;0,01069;0,27868902;2,494961;0,1621834;0,38169;0,021039;0,0013728;0,1967083;0,093459;0,2384208
Rhode Island;Providence;0,000787199;1952,801199;50,995005;0,001492674;0,000119069;7,2026475;1878,804;-2,205956;39543,27;-0,0004776;0,004422;0,0974718;14,764829;0,01368417;0,1150286;-0,3892911;2,591957;0,2300731;0,42632;0,0249543;0,0017998;0,2480018;0,0921162;0,1712956
South Carolina;Barnwell;6,01699E-05;1957,956258;45,88821385;;;5,5944357;1582,822;-17,54874;25543,54;-0,0171336;0,0412468;-0,1364735;14,960605;0,009637991;0,0085142;-1,6793021;1,282694;0,0836573;0,43755;0,0194392;0,0028827;0,3532242;0,0759129;0,2480148
South Carolina;Bennettsville;8,64191E-05;1958,389914;45,56826568;;;5,4929564;1335,1;-10,91957;25531,41;-0,024472;0,0139692;-0,111954;14,902903;0,015310256;0,0123572;-2,4401389;2,828324;0,0765086;0,45517;0,0201649;0,0037577;0,316179;0,0912358;0,3596343
South Carolina;Charleston;0,00030653;1952,801199;50,995005;0,000580695;5,41441E-05;5,0421361;1796,413;-3,67345;34600,54;-0,0005686;0,0085136;0,0162398;17,136962;0,027216213;0,0317566;-2,1111986;0,362236;0,1568738;0,54396;0,0204753;0,002663;0,2766251;0,092615;0,1062396
South Carolina;Columbia;0,00026737;1952,801199;50,995005;0,000531422;3,08453E-05;5,9472188;2148,133;-3,569346;34438,09;-0,0083465;0,0193852;0,051116;15,307208;0,022531124;0,0312529;-0,92498754;0,6130407;0,2151059;0,51206;0,0175608;0,0021725;0,2791911;0,088146;0,1317044
South Carolina;Florence;0,000234593;1952,801199;50,995005;0,000460822;3,14664E-05;5,7098479;1725,847;-2,105922;32610,36;-0,0060924;0,0127508;-0,0324809;15,871224;0,022949583;0,0232166;-1,9584137;1,059793;0,2013288;0,55174;0,021352;0,0029345;0,294691;0,0951241;0,1617301
South Carolina;Greenville;0,000895262;1952,801199;50,995005;0,001755147;0,000102352;5,1453939;1579,557;-1,209961;35224,83;-0,0097616;0,0145367;0,0614374;17,038932;0,014624993;0,0330867;-1,1079467;1,355039;0,1761965;0,47984;0,0139532;0,0025973;0,2294534;0,0924396;0,2594264
South Carolina;Spartanburg;0,000551752;1952,801199;50,995005;;5,93311E-05;5,4214951;2498,805;-1,008695;33416,75;-0,0138567;0,0197443;0,0066847;15,939934;0,017028034;0,0290639;-1,0008878;0,9458863;0,1394965;0,4713;0,0181788;0,0032783;0,246103;0,0986878;0,294631
South Carolina;Sumter;0,000157092;1952,90982;50,90881764;;;5,4287144;1517,52;-8,165672;29459,13;-0,0127566;0,0142916;-0,2035471;17,233666;0,01787875;0,0187278;-1,853765;1,195485;0,133779;0,44401;0,0155372;0,0028488;0,2855749;0,0888239;0,2350738
South Dakota;Aberdeen;0,00011109;1953,715615;50,05480869;;;5,0423171;1759,469;7,67647;33759,89;0,0054241;0,0378609;-0,0136905;15,441812;0,008386181;0,0076522;2,0630198;0,2745789;0,0487584;0,36582;0,030324;0,0006247;0,1536045;0,0753855;0,0937653
South Dakota;Brookings;0,001109101;1959,927419;43,99193548;;;4,7682928;2273,041;12,9722;30234,07;-0,0082277;0,0246124;0,126678;15,548227;0,016933301;0,0194019;1,2618693;1,104309;0,1256485;0,31682;0,0294336;0,0003938;0,1508368;0,0625226;0,1958721
South Dakota;Gordon;0;1961,828125;40,578125;;;6,7311874;1751,038;-19,81146;19815,24;-0,0113744;0,0449681;-0,2769777;13,940798;0,008723806;0,0065383;-0,15312425;0,1569599;0,4859407;0,33369;0,0174852;0,0013303;0,318266;0,095269;0,0188222
South Dakota;Huron;0,000166248;1957,153257;46,83908046;;;5,1201578;1635,942;7,178036;35616,66;-0,0012758;0,0517652;;15,545826;0,009421265;0,0102387;3,5500816;0,0726971;0,0409631;0,32908;0,0256435;0,0003624;0,1654961;0,090915;0,123877
South Dakota;Madison;5,1361E-05;1955,864407;50,6440678;;;4,5471638;2610,982;13,98976;30818,75;0,0115997;0,0706215;-0,0156563;17,15045;0,013983051;0,0080429;2,2810784;0,198174;0,0172597;0,32321;0,0267547;0,0004237;0,1386861;0,0677169;0,1674393
South Dakota;Mitchell;0,000289213;1960,731183;43,80184332;;;5,2519562;1673,153;15,04044;33752,84;0,0029033;0,0724296;0,3368279;14,797533;0,012747619;0,0099056;2,0591327;1,859817;0,0324629;0,39555;0,0296414;0,0008329;0,1507009;0,0766751;0,1332856
South Dakota;Parkston;7,4046E-05;1956,336634;46,83168317;;;4,7355529;1538,862;6,127352;29594,07;0,0134027;;;14,062063;0,007278648;0,006514;2,7743678;0,0607413;0,33268;0,33997;0,0279616;0,0008619;0,1400238;0,0549896;0,0659038
South Dakota;Pierre;0,000106776;1960,76082;43,66514806;;;5,0987107;1942,68;8,611669;38652,54;0,0022002;;;17,675302;0,012350425;0,0117365;5,266008;0,0211426;0,0794346;0,344;0,0269656;0,0005767;0,1838791;0,0980416;0,0152431
South Dakota;Rapid City;0,000211233;1952,801199;50,995005;;;4,6948112;1718,701;0,7545043;33200,56;0,006202;0,0252458;-0,0503121;16,80264;0,012376769;0,0171957;0,74400392;0,6281254;0,0801999;0,3895;0,0285692;0,0014043;0,2162583;0,1108369;0,0788275
South Dakota;Sioux Falls;0,000305921;1952,801199;50,995005;;;5,1324525;1706,508;-0,6000126;36624,38;0,0013435;0,0398744;0,0229504;17,273331;0,025519613;0,0336842;1,6290626;0,4923665;0,0823698;0,38735;0,0279824;0,0008691;0,1807951;0,0894455;0,1190676
South Dakota;Sisseton;0,000374756;1957,363636;46,16600791;;;5,0935403;1563,121;4,793709;30613,08;0,0058836;0,0479409;-0,1577282;13,904224;0,008149959;0,007479;2,3311337;0,7500843;0,2626905;0,29216;0,0259678;0,0005274;0,1708626;0,0782077;0,0994341
South Dakota;Watertown;0,000336109;1957,294187;46,65361803;;;4,9196216;2099,188;14,26026;35142,73;0,0032775;0,0249513;0,376118;17,409456;0,012201208;0,0106444;1,7891194;1,113247;0,0281612;0,33031;0,0273652;0,0011228;0,1444786;0,0707756;0,1989567
South Dakota;Yankton;0,000346955;1954,432979;49,37021277;;;6,3073014;1860,062;8,914333;31086,26;0,0086407;0,0208764;0,0707867;16,198028;0,006555187;0,0107055;1,3095073;1,579903;0,1482995;0,30922;0,0249946;0,0005219;0,1377066;0,0676176;0,1423436
Tennessee;Chattanooga;0,000260711;1952,801199;50,995005;0,000494469;3,99478E-05;4,8253305;2821,395;-7,887956;35727,89;-0,0073118;0,0142606;-0,0551855;18,137119;0,014533587;0,0231095;-0,40881035;1,113729;0,3354933;0,50158;0,0170621;0,0027136;0,2283894;0,1171966;0,1987081
Tennessee;Clarksville;0,000110426;1952,801199;50,995005;;;5,2979356;1702,63;-0,632576;28961,91;-0,0030813;0,023804;-0,0435523;17,253008;0,045854344;0,0329669;-1,8281626;2,667976;0,1333275;0,38272;0,016344;0,0018805;0,2033385;0,1010347;0,1933247
Tennessee;Cleveland;0,000235746;1952,90982;50,90881764;;;4,2507268;2213,473;-4,013262;30498,56;-0,0076892;0,019697;-0,0133304;;0,014112873;0,015894;-0,64316472;4,575359;0,0746073;0,41775;0,0166462;0,002078;0,1836952;0,1145339;0,3238671
Tennessee;Columbia;0,000144326;1953,066465;50,76636455;;;4,217412;2531,746;-4,083395;32506,85;-0,0098158;0,0125491;-0,106235;;0,022036217;0,0148259;-1,2475299;2,560138;0,1129679;0,38139;0,0177907;0,0020787;0,1987831;0,1126349;0,3050006
Tennessee;Cookeville;0,000628396;1953,765191;50,14109166;;;5,8422506;1838,909;2,410126;28510,27;-0,0090337;0,0203331;0,1908386;;0,016002115;0,0248218;-1,3262552;2,682711;0,083495;0,45464;0,0165271;0,0014233;0,1779069;0,1074232;0,2556426
Tennessee;Crossville;0,000108781;1953,424644;50,46639511;;;4,4176419;1364,514;0,4093919;29332,51;-0,0070348;0,0095975;0,1857858;;0,014626562;0,0137218;-1,023776;2,235503;0,0760119;0,42626;0,0193378;0,0014588;0,1971794;0,1123038;0,2688191
Tennessee;Dickson;0,000153402;1952,90982;50,90881764;;;4,4407611;2132,371;2,488648;31373,98;-0,0053142;0,0072353;0,0863816;;0,017502098;0,0088655;-0,84479362;3,838941;0,0833239;0,42832;0,0166566;0,0018273;0,205591;0,1160912;0,2596578
Tennessee;Dyersburg;0,000137098;1955,736142;48,15964523;;;4,9508521;2161,675;-3,10278;26596,63;-0,0111835;0,0108541;-0,2607131;;0,014772444;0,0110091;-1,4445395;1,98367;0,1602823;0,41748;0,0168424;0,0035276;0,3000812;0,1207527;0,3161872
Tennessee;Jackson;0,000526163;1952,801199;50,995005;;;4,9654463;3443,536;-8,155142;31754,46;-0,0121626;0,0252314;-0,0196639;;0,015865487;0,0167746;-0,25140455;2,154541;0,2231708;0,4735;0,0204128;0,003271;0,2694692;0,1126524;0,2587352
Tennessee;Johnson City;0,000682665;1952,801199;50,995005;0,001290203;0,000100108;5,1845472;1886,148;2,728379;31559,77;-0,0022776;0,0138869;-0,0024312;;0,005639832;0,0117837;-0,2978583;5,293786;0,0903837;0,46804;0,0203924;0,0014095;0,1898032;0,1101729;0,2373972
Tennessee;Knoxville;0,000735454;1952,801199;50,995005;0,00142203;7,81637E-05;4,8998462;2356,851;-6,031831;35884,29;-0,0019974;0,0109951;-0,0238261;;0,016302914;0,0199675;-0,22188462;1,078308;0,2099943;0,50832;0,0188704;0,0013441;0,2056023;0,1142778;0,1455054
Tennessee;Lexington;0,000330532;1958,651308;45,30759651;;;3,9201511;1722,025;1,606849;31852,9;-0,0122939;;;;0,013434632;0,0092856;-1,3984995;5,471788;0,0782943;0,31671;0,0128521;0,0017601;0,1942088;0,1208604;0,3196151
Tennessee;McMinnville;0,000171821;1954,989236;48,94187298;;;4,0851313;1878,804;-1,519425;29411,43;-0,0167635;;;;0,013841939;0,0238956;-1,4120484;4,638886;0,0635268;0,42554;0,0144341;0,002645;0,1983959;0,1225584;0,3183326
Tennessee;Memphis;0,000501329;1952,801199;50,995005;0,000974227;8,13609E-05;4,7678803;2868,344;-15,57042;37116,07;-0,0123322;0,0129945;-0,1321167;19,685974;0,018155861;0,0325004;-0,70980416;1,263423;0,3596896;0,58575;0,0209017;0,0020687;0,321948;0,1064513;0,1156375
Tennessee;Middlesborough;4,6067E-05;1958,350554;45,61746617;;;5,614119;1189,82;-9,315062;22328,48;-0,0037121;0,0449721;0,1112985;15,084937;0,008050009;0,007078;-1,2702513;2,062596;0,0642501;0,44095;0,0153799;0,0008545;0,2110027;0,1134514;0,2335314
Tennessee;Morristown;0,000217922;1952,801199;50,995005;;;4,5058856;2004,337;-3,400274;29958,93;-0,0021528;0,008779;-0,1011827;;0,016206061;0,0230553;-0,76735477;3,030479;0,093153;0,43459;0,0234471;0,0018436;0,185106;0,1159584;0,2377556
Tennessee;Nashville;0,000349379;1952,801199;50,995005;0,000663718;4,89419E-05;5,0880014;2577,472;-6,695246;39832,54;-0,0084576;0,0176517;-0,0010109;;0,022415268;0,0467003;-0,39729533;1,498996;0,2494789;0,51668;0,0225166;0,0019654;0,2232894;0,1146248;0,1398584
Tennessee;Tullahoma;0,000164276;1953,037223;50,79577465;;;4,6687138;1833,551;-2,53982;32902,6;-0,0130697;0,0153128;-0,0317004;;0,017257484;0,03172;-0,71524742;2,508818;0,0934113;0,42311;0,0162003;0,0013246;0,1955378;0,1031211;0,2766681
Tennessee;Union City;0,000105517;1953,250761;50,53401015;;;5,1356036;1640,534;3,74772;30330,33;-0,0080777;0,0170377;0,1007004;14,891712;0,012556757;0,017049;-0,10976074;4,407405;0,1238012;0,39082;0,0132192;0,0012865;0,2085331;0,1003965;0,28027
Texas;Abilene;0,000109587;1952,801199;50,995005;;;5,9287336;1845,709;10,99994;29968,35;-0,0002869;0,0313286;0,0395774;13,593484;0,021188609;0,0367226;-0,40753222;0,1618239;0,1234118;0,44892;0,022106;0,0010023;0,2050395;0,1086916;0,0696517
Texas;Alpine;0,000210091;1960,209091;44,44545455;;;6,3333333;2703,198;-0,9449744;25586,09;0,0195338;0,0544158;-0,088383;12,568693;0,011699407;0,1890561;-0,26253329;0,0150659;0,1915281;0,44218;0,0357016;0,0011971;0,2176444;0,0946088;0,0337911
Texas;Amarillo;0,000142821;1952,801199;50,995005;;2,04408E-05;5,0904579;2112,1;2,695286;33187,82;-0,004404;0,0083073;-0,1144764;15,817702;0,021623912;0,0656162;-0,46857292;0,3350772;0,2225531;0,50965;0,0226981;0,0023302;0,2203847;0,1071954;0,0999383
Texas;Austin;0,003527755;1952,801199;50,995005;0,006696168;0,000438477;5,8911811;3399,31;-2,109195;41322,2;-0,0093451;0,0084741;0,0975769;15,610147;0,036500945;0,1196289;-0,19094963;2,073767;0,1714787;0,54151;0,0317232;0,0013096;0,1927756;0,1028428;0,1390367
Texas;Beaumont;0,000137773;1952,801199;50,995005;0,000266564;1,79234E-05;5,6952378;1991,799;-1,083498;31839,87;-0,005549;0,0080358;-0,1119447;15,3504;0,01286538;0,0420595;-0,9498144;0,4181153;0,2953098;0,47647;0,031315;0,0016032;0,2461471;0,1094353;0,1495169
Texas;Beeville;0,000127117;1961,195258;42,82984658;;;5,7938479;2160,681;0,0221983;18313,2;0,011377;0,0209183;-0,107481;14,315485;0,015688736;0,0254099;-0,71365254;0,1659584;0,0799443;0,4624;0,0244269;0,0008995;0,2363527;0,0983243;0,0642306
Texas;Big Spring;8,44541E-05;1957,904762;45,78998779;;;6,0816327;2933,698;0,5884112;26411,99;-0,0086778;0,036987;-0,1677296;14,14674;0,012002293;0,0629964;-0,70094684;0,1164453;0,1031232;0,4473;0,0388728;0,001464;0,1969201;0,0850359;0,0697114
Texas;Brady;0,000100339;1956,518229;46,6015625;;;6,1252548;2335,395;7,546003;27665,96;0,0025682;;;12,626648;0,009634074;0,0379087;-0,82767101;0,4539633;0,0460118;0,46617;0,0223111;0,0014367;0,1782946;0,077237;0,1348219
Texas;Brownsville;4,48468E-05;1952,801199;50,995005;7,84098E-05;1,20961E-05;6,028366;2360,49;-1,409887;20391,82;-0,0058553;0,0051105;-0,0213716;15,92503;0,014641715;0,2824732;-2,6873225;0,7951661;0,1468408;0,57685;0,0263465;0,0019461;0,1945382;0,0599066;0,0823596
Texas;Brownwood;0,000117859;1954,936422;48,92887931;;;5,8410243;1734,656;9,944359;30585,9;-0,0082202;0,0171686;0,0644438;12,795782;0,014284243;0,0349508;-0,5648167;1,168024;0,0626697;0,40826;0,0226066;0,0018027;0,2027328;0,1039057;0,1527554
Texas;Burnet;0,00053765;1953,791753;50,11649485;;;5,9833491;2038,038;10,2967;41430,84;-0,0033335;;;14,131786;0,033501983;0,0439646;0,26993899;0,6488161;0,065692;0,45689;0,0346788;0,0010158;0,1727801;0,1002756;0,082064
Texas;College Station;0,000989751;1952,905812;50,90881764;;;6,2271993;2210,421;1,18223;26267,6;-0,0044163;0,0047976;0,4083591;15,178994;0,026895417;0,0857813;-1,1106472;0,2943369;0,1599064;0,48592;0,0296587;0,0010795;0,2198813;0,0704658;0,0782996
Texas;Corpus Christi;0,000149098;1952,801199;50,995005;0,000276284;2,51205E-05;5,9183383;2263,348;-2,187039;30126,51;0,0016237;0,0059584;-0,0605093;15,738627;0,020453115;0,0568853;-1,0322728;0,1757107;0,190801;0,52757;0,0326643;0,0021232;0,2287653;0,1065359;0,0733865
Texas;Corsicana;0,000131127;1953,100806;50,7358871;;;6,463319;1738,996;1,524329;29976,17;0,0037934;0,0099624;-0,1635358;13,831646;0,024487681;0,0647014;-1,163298;0,7245837;0,0778387;0,41795;0,0298916;0,0015243;0,2104952;0,0953421;0,1370558
Texas;Crystal City;0;1966,15566;36,77358491;;;6,5330234;2097,19;-8,178258;17378,6;0,0044863;;;13,977581;0,011854632;0,1090363;-1,5744613;0,3288279;0,0326486;0,4417;0,0463451;0,0016477;0,2491289;0,068262;0,0616395
